id,a1,a2,a3,a3_o7,a4_1,a4_2,a4_3,a5_1,a5_2,a6,a6_o6,a7,a7_o7,a8,a8_o7,a9,a9_o7,a10,a11_1,a11_2,b12,b13_1,b13_2,b13_3,b14,b15_1,b15_2,b15_3,b15_4,b15_5,b15_6,b15_7,b15_8,b15_9,b15_10,b15_11,b15_o11,b15_12,b15_o12,b16_1,b16_2,b16_3,b16_4,b16_5,b16_6,b16_7,b16_8,b16_o8,b17,b18,b19,b20_1,b20_2,b20_3,b20_4,b20_5,b20_6,b20_7,b20_8,b20_9,b20_10,b20_11,b20_12,b20_13,b20_14,b20_o14,b21,b22,b23,b24,b25_1,b25_2,b25_3,b25_4,b25_5,b25_6,b25_7,b25_8,b25_o8,b26,b26_o1,c27,c28_1,c28_2,c28_3,c28_4,c28_5,c28_6,c28_7,c28_8,c28_9,c28_o9,c29,c30,c31,c32,c33_1,c33_2,c33_3,c33_4,c34,c35_1,c35_2,c35_3,c35_4,z1,z2,z3,z4,z5,z6,z6_o5,z7,z8,z9
24052113001,0,2004,6,996,輔仁大學,藝術,音樂系,996,996,996,996,4,996,5,996,3,996,40,新北,新莊,5,1,996,1.5,0,0,0,3,2,0,1,0,0,0,0,0,,0,,0,0,2,0,0,1,0,0,,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,3,2,2,0,0,0,0,0,1,0,0,,0,,2,1,0,1,0,0,0,1,1,0,,2,3,3,1,3,4,4,3,3,4,3,3,4,黃綺瑀,1,2024/05/21,18,49,5,A右,,17,
24052113002,0,1991,1,996,朝陽科技大學,設計,建築系,文創,負責人,1,996,4,996,2,996,2,996,30,台北,南港,5,1,996,999,0,3,0,0,0,0,1,2,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,0,0,0,0,0,1,0,0,,0,,2,1,1,1,0,0,0,1,1,0,,2,3,3,1,3,3,4,3,2,4,3,4,4,黃綺瑀,2,2024/05/21,18,57,5,A2,,17,
24052113003,0,2009,6,996,瑞坪,996,996,996,996,996,996,1,996,2,996,2,996,60,桃園,楊梅,4,1,996,999,0,0,0,3,0,0,2,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,3,3,2,1,1,0,0,0,0,1,0,0,,0,,2,0,0,1,0,0,0,1,0,0,,2,4,4,1,3,4,4,4,2,2,1,4,4,黃綺瑀,3,2024/05/21,19,8,5,A右2,,17,
24052113005,1,2007,6,996,師大附中,996,996,996,996,996,996,2,996,3,996,4,996,25,台北,大安,2,1,996,999,0,0,0,3,2,0,1,0,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,冤獄、消防員權益,3,3,3,2,1,1,0,0,0,1,1,0,,1,青民協,1,0,0,0,0,0,1,1,1,0,,2,4,4,1,3,3,4,3,2,1,4,5,5,黃綺瑀,5,2024/05/21,19,17,5,A右2,,17,
24052113006,1,2000,1,996,大同大學,設計,工業設計系,UI/UX設計師,設計師,3,996,4,996,4,996,4,996,30,台北,大同,6,1,996,999,0,0,0,2,0,0,3,0,0,0,0,0,,1,X(twitter),0,0,0,0,0,1,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,2,0,1,0,0,0,1,0,0,,0,,3,0,0,1,0,0,0,1,0,0,,3,4,4,1,3,3,4,4,2,4,5,5,3,黃綺瑀,6,2024/05/21,19,27,5,A右大帳篷,,17,
24052113007,1,2007,6,996,北一女,996,996,996,996,996,996,2,996,4,996,3,996,30,台北,萬華,3,1,996,999,0,0,0,3,2,0,1,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,0,0,0,0,0,0,1,0,,0,,2,0,0,0,0,0,0,1,0,0,,1,3,2,1,3,2,3,2,2,2,3,3,2,黃綺瑀,7,2024/05/21,19,36,5,A右2,,17,
24052113008,0,1994,1,996,屏科大,農,水產養殖系,動物園,保育員,2,996,4,996,7,未知,2,996,35,新北,蘆洲,3,1,996,999,0,0,0,0,3,0,0,1,0,0,0,0,,2,X(twitter),0,0,0,0,0,1,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,割闌尾,3,3,4,2,0,0,0,0,0,1,1,0,,1,職業工會,1,1,0,1,0,1,0,0,0,0,,2,3,3,1,3,3,3,3,2,2,3,3,4,黃綺瑀,8,2024/05/21,19,49,5,A右,,17,
24052113009,0,1949,3,996,華盛頓大學,理,化學所,大學,教授,2,996,6,996,7,公學校(日治),7,公學校(日治),20,台北,中正,4,1,996,999,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,1,0,0,,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,台灣勞工陣線,1,3,5,4,0,0,0,0,0,0,0,0,,1,台灣勞工陣線、民進黨,1,1,0,1,0,1,1,1,1,0,,2,4,4,1,4,4,4,3,2,2,2,5,5,黃綺瑀,9,2024/05/21,20,6,5,A2右帳篷,,17,
24052113010,1,1996,1,996,東南科大,設計,室內設計系,999,999,6,999,4,996,2,996,2,996,60,新北,蘆洲,2,1,996,999,0,0,0,1,3,0,0,2,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,反送中,3,3,2,1,0,0,0,0,0,1,0,0,,0,,2,1,0,1,0,0,0,0,0,0,,4,4,3,1,3,3,4,4,2,3,3,4,4,黃綺瑀,10,2024/05/21,20,16,5,A2右,,17,
24052113011,0,1960,1,996,中山醫學大學,999,999,藝術,導演,3,996,3,996,3,996,7,無,40,新北,淡水,3,1,996,999,0,0,0,0,1,0,0,0,0,0,0,0,,2,youtube,0,1,0,1,0,1,0,0,,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,野百合、反媒體壟斷,1,1,5,4,0,0,0,0,0,0,0,0,,0,,2,1,1,1,0,1,0,0,0,0,,2,4,4,1,4,4,4,4,3,3,3,3,3,黃綺瑀,11,2024/05/21,20,28,5,A2右,,17,
24052113012,0,1997,1,996,台藝大,表演藝術,戲劇系,劇場,演員,4,996,4,996,2,996,1,996,40,新北,永和,7,1,996,999,0,0,0,0,0,0,2,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,3,4,3,1,1,0,0,0,0,0,0,,0,,2,0,0,1,0,1,0,0,0,0,,2,4,3,1,3,4,3,3,3,2,3,5,4,黃綺瑀,12,2024/05/21,20,37,5,A2右,,17,
24052110001,0,1999,1,996,北科大,999,建築系,建築,999,3,996,4,996,4,996,4,996,180,宜蘭,宜蘭,999,1,0,1,0,3,0,0,2,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,1,1,4,3,0,0,0,0,0,0,0,0,,0,,1,1,0,1,0,1,0,0,0,0,,2,3,3,1,3,3,3,3,2,2,3,4,3,張仁瑋,1,2024/05/21,18,40,2,,,17,
24052110002,1,1991,1,996,台科大,999,999,999,999,1,996,5,996,7,不知道,7,不知道,60,新北,汐止,5,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,2,0,0,0,0,0,0,0,0,,0,,1,0,0,1,0,1,0,0,0,0,,2,4,3,1,3,4,4,4,2,2,2,4,3,張仁瑋,2,2024/05/21,19,0,2,,,17,
24052110003,0,1982,1,996,明志科大,電機,電機,資訊,工程師,1,996,4,996,1,996,1,996,25,新北,汐止,3,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,,0,,0,0,0,0,0,1,0,0,,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,3,3,3,0,0,0,0,0,0,0,0,,0,,2,1,1,1,0,0,0,0,0,0,,3,4,2,1,3,4,4,3,2,5,3,4,5,張仁瑋,3,2024/05/21,19,11,2,,,17,
24052110004,1,1974,1,996,名古屋大學,996,歷史所,商,總經理,3,996,5,996,4,996,4,996,60,新竹,香山,2.5,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,2,1,0,0,0,1,0,0,0,,0,,1,0,0,1,0,0,0,0,1,0,,2,3,3,1,3,3,3,3,2,2,3,3,3,張仁瑋,4,2024/05/21,19,20,2,,,17,
24052110005,0,1999,1,996,999,999,美術所,影視,攝影,3,996,5,996,3,996,2,996,45,新北,土城,3,1,0,3,0,0,0,2,3,0,1,0,0,0,0,0,,0,,0,1,0,0,0,0,0,0,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,0,0,0,0,0,0,0,0,,0,,2,1,0,1,0,1,0,1,0,0,,2,3,3,1,3,3,3,3,1,4,2,4,3,張仁瑋,5,2024/05/21,19,30,2,,,17,
24052110006,1,2009,6,996,民族國中,996,996,996,996,996,996,1,996,5,996,5,996,20,台北,萬華,5,0,0,3,0,0,0,3,0,0,1,2,0,0,0,0,,0,,1,0,1,0,1,1,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,消防員組工會,3,3,4,4,0,0,0,0,0,0,1,0,,1,學生權益,1,0,0,1,0,0,0,0,1,0,,2,3,3,1,3,3,4,2,1,4,3,4,4,張仁瑋,6,2024/05/21,19,38,2,,,17,
24052110007,0,2004,6,996,亞洲大學,999,醫技,996,996,996,996,2,996,6,996,6,996,35,新北,蘆洲,3,0,0,3.5,0,0,0,0,2,0,1,3,0,0,0,0,,0,,0,0,1,0,0,0,0,0,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,3,5,0,0,0,0,0,0,0,0,,0,,2,0,0,1,0,0,0,0,0,0,,3,4,4,3,3,4,3,3,3,2,3,5,5,張仁瑋,7,2024/05/21,21,4,2,,,17,
24052110008,1,2001,6,996,世新,傳播,廣電系,996,996,996,996,4,996,2,996,2,996,30,台北,中正,5.5,0,0,2,0,0,0,1,0,0,2,3,0,0,0,0,,0,,0,0,1,0,0,1,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,5,3,1,1,0,0,0,1,0,0,,0,,3,0,0,1,0,0,0,1,0,0,,2,3,2,1,3,3,3,4,3,4,2,4,4,張仁瑋,8,2024/05/21,21,24,2,,,17,
24052110009,0,2008,6,996,大安高工,996,資訊科,996,996,996,996,1,996,4,996,2,996,90,新北,樹林,6,1,0,5,0,0,0,0,0,0,1,2,3,0,0,0,,0,,1,0,0,0,0,0,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,2,2,0,1,0,0,0,0,1,0,,0,,1,1,0,1,0,0,0,1,1,0,,3,3,4,1,3,4,4,4,2,4,4,5,4,張仁瑋,9,2024/05/21,21,24,2,,,17,
24052110010,1,1992,1,996,中正大學,996,統計所,999,軟體工程師,3,996,5,996,2,996,1,996,60,宜蘭,頭城,4,0,0,3.5,0,3,0,0,0,0,0,2,0,0,0,1,youtube,0,,0,0,0,0,0,1,0,0,,1,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,2,2,1,0,0,0,1,0,0,0,,0,,1,1,0,1,,1,,0,0,0,,3,3,3,1,3,3,3,2,2,2,2,4,4,張仁瑋,10,2024/05/21,21,30,2,,,17,
24052110011,0,1995,1,996,世新,財金,財金所,999,軟體工程師,3,996,4,996,4,996,3,996,35,台北,文山,9,0,0,6.5,0,0,0,2,1,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,0,0,0,0,1,1,0,0,,1,forward alliance,2,0,0,1,0,0,0,0,0,0,,3,3,3,1,3,4,3,3,1,2,3,5,4,張仁瑋,11,2024/05/21,21,41,2,,,17,
24052110014,0,2001,6,996,世新,傳播,999,自由接案,攝影,1,996,4,996,2,996,2,996,20,新北,新店,5,1,0,6,0,0,0,2,3,0,1,0,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,1,0,0,0,0,0,1,0,,1,政黨,2,1,0,1,0,0,1,1,1,0,,2,4,3,1,4,4,4,4,2,1,1,4,5,張仁瑋,14,2024/05/21,22,58,1,,,17,
24052110015,1,2000,6,996,實踐,設計,建築,996,996,996,996,5,996,4,996,5,996,35,台北,中山,4,1,0,3,0,0,0,0,0,0,1,0,0,0,3,2,plurk,0,,0,0,0,0,0,1,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,0,0,0,0,0,0,1,0,,0,,1,1,0,1,0,0,0,1,0,0,,2,4,3,1,3,3,3,3,2,4,3,5,3,張仁瑋,15,2024/05/21,23,7,1,,,17,
24052110016,0,1984,4,996,黎明技術學院,996,機械工程系,996,996,996,996,3,996,1,996,1,996,18,新北,板橋,11,1,0,999,0,0,0,0,1,0,1,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,5,0,0,0,0,1,0,0,0,,0,,3,1,1,1,1,1,0,1,0,0,,3,4,4,1,3,3,3,4,2,4,3,4,3,張仁瑋,16,2024/05/21,23,20,1,,,17,
24052109001,1,1990,1,,玄奘,999,日文,服務,專員,3,,4,,1,,2,,15,台北,中山,6,1,0,10,0,0,0,0,2,0,0,1,0,0,3,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,4,2,1,0,0,0,0,0,0,0,,0,,1,1,0,1,0,1,0,1,1,0,,2,4,4,1,3,3,3,3,2,3,4,5,5,高敏薰,1,2024/05/21,23,8,1,,,7,
24052109002,0,2002,6,,東吳,外語,英文,996,996,996,,4,,3,,2,,40,臺北,士林,6,999,999,999,0,0,0,0,0,0,2,1,0,0,3,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,重機上國道,3,3,2,2,1,1,0,0,1,0,0,0,,1,政黨工讀生,2,1,0,1,0,0,0,1,0,0,,4,4,3,1,2,3,3,3,3,3,2,4,5,高敏薰,2,2024/05/21,23,18,1,,,7,
24052102001,0,1982,2,,999,999,999,科技業,工程師,3,,2,,4,,4,,30,台北,松山,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,1,0,,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,,0,,2,1,1,1,0,0,0,0,1,0,,3,3,3,1,3,3,3,3,3,4,4,2,2,李俊穎,1,2024/05/21,18,40,5,教會,,7,
24052102002,1,2000,1,,東海,999,社會,NGO,專員,6,公會,4,,2,,2,,90,基隆,仁愛,6,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,,0,0,1,0,0,1,0,0,,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,,3,3,3,3,0,0,0,1,0,0,1,0,,0,,2,1,0,1,0,0,1,0,0,0,,3,4,3,1,4,3,3,3,2,2,4,4,4,李俊穎,2,2024/05/21,18,47,5,教會,,7,
24052102003,1,1978,3,,999,999,999,自媒體,創辦人,1,,4,,3,,2,,30,新北,999,無預計,1,0,3,0,0,0,1,0,0,0,1,0,0,0,1,plurk,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,1,0,0,0,1,0,1,1,1,0,0,0,,1,1,4,4,0,0,0,0,0,0,0,0,,0,,1,0,0,1,0,1,0,0,1,0,,3,3,3,1,3,4,4,3,2,4,4,4,3,李俊穎,3,2024/05/21,18,57,5,教會,,7,
24052102004,0,2003,6,,成大,文,台文,酒吧,bartender,3,,4,,3,,2,,300,台南,東,12,1,0,4,0,1,0,0,1,0,1,1,0,0,0,0,,0,,1,0,0,0,1,1,0,0,,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,3,3,3,3,0,1,0,1,0,0,1,0,,1,DPP,1,1,0,1,0,0,1,1,1,0,,3,4,4,1,4,4,4,4,1,3,5,5,4,李俊穎,4,2024/05/21,20,13,5,教會,,7,
24052102005,1,2003,6,,輔仁,理工,999,996,996,996,,4,,5,,4,,15~20,台北,中正,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,X(推特),0,,0,0,0,1,0,1,0,0,,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,1,0,0,0,0,0,0,1,0,,0,,3,1,1,1,0,0,0,0,0,0,,4,3,3,1,3,3,3,3,1,2,4,5,5,李俊穎,5,2024/05/21,20,27,5,教會,,7,
24052102006,1,1967,1,,999,999,999,餐飲服務,老闆,1,,4,,3,,1,,30,新北,蘆洲,無上限,0,0,2.66667,0,2,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,1,朋友告知,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,999,0,0,0,0,0,0,0,0,,0,,3,1,0,0,0,0,0,0,0,0,,3,4,4,1,4,4,4,2,2,1,1,5,5,李俊穎,6,2024/05/21,20,40,5,教會,,7,
24052122001,1,1988,1,,遠東科技,工商管理,999,旅館,吧檯組長,3,,4,,1,,1,,90,嘉義,西,15,1,1,15,0,1,0,0,0,0,0,1,0,0,0,0,,0,,0,1,0,0,0,1,0,0,,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,0,1,0,0,0,0,0,0,,0,,2,1,0,1,0,0,0,0,0,0,,3,3,3,1,3,3,3,2,2,4,2,4,4,丁祈,1,2024/05/21,19,20,1,,1,7,
24052122002,1,1990,1,,999,999,999,服務業,課長,3,,4,,999,,999,,30,台北,信義,3,999,999,999,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,1,0,0,0,0,0,0,0,,999,,2,1,0,0,0,0,0,0,0,0,,2,4,4,1,2,3,3,4,2,4,4,4,4,丁祈,2,2024/05/21,19,31,1,,2,7,
24052122003,1,1968,1,,台大,管理,財金,行銷,協理,3,,4,,1,,1,,20,台北,松山,3,1,999,999,0,0,0,0,1,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,牽手護台灣，反併吞,3,3,3,2,0,0,0,0,1,0,0,0,,0,,3,0,0,0,0,0,0,0,0,1,同溫層,1,4,3,1,3,3,4,4,999,4,5,4,4,丁祈,3,2024/05/21,19,35,1,,3,7,
24052122004,0,1996,1,,中原,商,財金,服務業,一般員工,1,,5,,2,,2,,30,新北,中和,1,0,0,999,0,1,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,2,2,1,0,0,0,0,0,0,0,,0,,2,1,0,0,0,0,0,0,0,0,,3,2,3,2,3,2,2,3,2,3,4,3,3,丁祈,4,2024/05/21,19,40,1,,4,7,
24052122005,0,1978,1,,淡江,999,資工,科技製造,資深經理,3,,5,,1,,2,,30,台北,999,2,999,999,1,0,0,0,0,0,0,0,0,0,0,0,1,Twitter / X,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,反反分裂法，洪仲秋,1,3,3,1,1,0,0,0,0,0,0,0,,0,,2,1,1,1,0,1,0,1,0,0,,4,4,4,1,3,3,3,3,2,4,4,5,4,丁祈,5,2024/05/21,19,45,1,,5,7,
24052122006,1,2003,6,,政治大學,法,法律,996,996,996,,4,,3,,2,,50,台北,文山,1.5,2,0,2.5,0,0,0,0,1,0,1,0,0,0,0,0,,0,,0,0,1,0,1,1,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,4,3,0,0,0,0,0,0,1,0,,0,,1,1,0,0,0,0,0,1,1,0,,3,3,2,1,3,3,4,3,3,3,3,4,3,丁祈,6,2024/05/21,20,0,1,,6,7,
24052122007,0,1990,1,,崑山,資工,999,工程師,MIS,3,,4,,4,,4,,60,台北,內湖,4,1,0,1,1,3,0,0,1,0,0,0,0,0,2,0,,0,,0,0,0,0,0,0,1,0,,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,3,3,2,2,1,0,0,0,0,0,0,0,,0,,1,1,0,1,0,0,0,0,0,0,,2,4,4,1,3,3,3,2,2,3,2,4,3,丁祈,7,2024/05/21,19,56,1,,7,7,
24052122008,1,1988,1,,大葉,999,視傳,設計,999,3,,4,,3,,3,,30,台北,中正,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,3,3,0,0,0,0,0,1,0,0,,0,,2,1,0,0,0,0,0,0,0,0,,3,4,3,1,4,4,4,4,2,4,3,4,4,丁祈,8,2024/05/21,20,5,999,,8,7,
24052122009,1,1988,1,,淡江,外語,999,商,999,3,,4,,2,,1,,30,新北,永和,5,999,999,5,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,2,2,0,0,0,0,0,0,1,0,,0,,1,1,0,0,0,0,0,0,0,0,,3,3,4,1,3,3,3,3,2,3,4,5,4,丁祈,9,2024/05/21,20,10,999,,女,7,
24052122010,0,2002,6,,大同,工程,999,996,996,996,,4,,3,,3,,40,999,999,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,3,3,1,0,0,0,0,0,1,0,,0,,1,1,0,1,0,0,0,0,0,0,,3,3,2,1,3,3,3,4,2,4,5,5,5,丁祈,10,2024/05/21,20,15,1,,10,7,"19題多選2, 3"
24052122011,1,1985,1,,政大,999,999,出版,999,3,,4,,5,,4,,20,新北,999,1,999,999,999,0,1,0,1,1,0,0,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,4,3,0,0,0,0,0,1,0,0,,0,,2,1,0,1,0,0,0,0,0,0,,2,4,4,1,4,4,4,4,2,2,2,4,4,丁祈,11,2024/05/21,20,21,1,,11,7,
24052122012,0,1994,1,,政大,外語,999,學校助理,999,2,,4,,3,,3,,60,台北,999,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,,1,0,0,0,0,1,0,0,,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,3,3,3,1,0,0,0,0,0,1,0,,0,,2,1,0,1,0,0,1,1,1,0,,3,3,3,1,3,3,3,3,2,3,3,4,4,丁祈,12,2024/05/21,20,27,1,,12,7,
24052122013,1,1990,1,,世新,傳播,數媒,資訊服務業,股東,1,,4,,1,,1,,0,台北,中正,5,2,0,10,0,0,0,0,3,0,1,2,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,,1,1,3,2,1,0,0,0,0,0,0,0,,0,,1,1,0,1,0,1,0,1,0,0,,2,3,3,1,3,3,3,3,2,2,3,4,4,丁祈,13,2024/05/21,20,30,1,,女 13,7,
24052121001,1,1984,1,,輔大,999,心理,演藝,經紀人,1,,4,,3,,4,,20,台北,中山,8,1,999,999,0,0,0,0,0,0,1,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,4,4,1,0,0,0,0,1,0,0,,0,,2,1,0,1,0,0,0,0,1,0,,2,4,4,3,3,4,4,4,3,5,4,4,3,朱芳儀,1,2024/05/21,18,48,5,濟南教會,2,7,
24052121002,0,1993,1,,嘉義大學,999,動科,地勤,運務員(長榮航空),3,,4,,4,,4,,60,桃園,蘆竹,6,1,999,999,0,0,0,1,1,0,1,0,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,3,3,2,1,1,1,0,0,0,0,0,,0,,1,1,0,1,0,0,0,0,0,0,,2,1,1,1,4,4,4,4,999,5,5,5,5,朱芳儀,2,2024/05/21,18,40,5,教會,1,7,
24052121003,1,2004,6,,世新,傳播,999,996,996,996,,4,,4,,4,,20,新北,三重,9,1,999,999,0,0,0,0,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,1,0,0,,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,3,0,0,0,1,0,0,0,0,,0,,2,0,1,1,0,0,0,0,1,0,,3,3,3,1,3,3,3,3,2,3,3,4,4,朱芳儀,3,2024/05/21,18,58,5,教會,3,7,
24052121004,1,1975,1,,999,999,999,商,999,3,,4,,3,,3,,20,台北,松山,3,2,0,999,0,1,0,0,0,0,0,0,0,0,1,1,X,0,,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,2,1,1,0,0,0,0,0,0,,0,,2,1,0,0,0,0,1,1,0,0,,2,4,4,1,4,4,4,4,1,5,5,5,5,朱芳儀,4,2024/05/21,20,27,5,濟南教會,,7,
24052121005,0,1991,1,,東吳大學,法,法律,殯葬業,法務,3,,4,,1,,1,,30,新北,中和,3~4,1,0,0.5,0,0,0,0,1,0,1,0,0,0,0,1,Youtube,0,,0,0,1,0,0,0,0,0,,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,1,3,4,2,0,0,0,0,0,0,0,0,,0,,2,0,0,1,0,0,0,0,0,0,,2,3,3,1,4,3,4,3,2,3,3,4,3,朱芳儀,5,2024/05/21,20,34,5,教會,4,7,
24052121006,0,2002,6,,世新,廣播,999,996,996,996,,4,,3,,3,,30,新北,新店,4,1,0,1,0,0,0,3,4,0,1,2,0,0,0,0,,0,,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,1,1,1,0,0,0,1,1,0,,0,,2,0,0,1,0,0,0,0,0,0,,3,3,3,1,3,3,4,4,2,2,4,5,5,朱芳儀,6,2024/05/21,20,37,5,教會,6,7,
24052116001,0,1993,1,,文化,商,國貿,服務業,業務,3,,4,,2,,2,,20,新北,中和,3,0,0,2,0,2,0,1,3,0,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,0,,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,0,0,0,0,0,0,,0,,2,1,1,1,0,1,0,1,0,0,,3,3,3,1,3,3,3,3,3,2,2,4,4,潘雅鈺,1,2024/05/21,21,21,2,,,7,
24052116002,1,1994,1,,輔仁,文,中文,出版,PM,3,,4,,2,,2,,20,台北,中山,2.5,0,0,2.5,0,0,0,0,0,0,0,1,0,0,0,2,Twitter,0,,0,0,1,0,0,0,0,0,,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,3,3,0,1,0,0,0,0,0,0,,0,,2,0,0,1,0,1,0,1,0,0,,2,4,4,1,3,4,3,3,2,4,3,3,3,潘雅鈺,2,2024/05/21,21,27,2,,,7,
